MNR,AF,Helpfulness,RE
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
6,1285,0.8343558282208589,0.05128205128205128,
